id,nr_playlist,composer,composition,voices,experiment,performer,Album,year_recording,,audio_final,symbolic_is_audio,instrumentation,instrumentation_category,final_safe,not repeated,repetitions,comments,symbolic,audio,mf0,basicpitch,multipitch_214c,multipitch_195f,MT3
367,630,De la Rue,0630 Rue1002c Missa Almana - Credo,4,CANTO_JRP,"Pierre de la Rue, Beauty Farm",,2018,,41,y,v,vocal,y,y,,,0630 Rue1002c Missa Almana - Credo.musicxml,0630 Rue1002c Missa Almana - Credo.wav,0630 Rue1002c Missa Almana - Credo.csv,0630 Rue1002c Missa Almana - Credo.csv,0630 Rue1002c Missa Almana - Credo.csv,0630 Rue1002c Missa Almana - Credo.csv,
368,631,De la Rue,0631 Rue1002d Missa Almana - Sanctus,4,CANTO_JRP,"Pierre de la Rue, Beauty Farm",,2018,,41,a,v,vocal,pcp,y,hosanna II = hosanna I,,0631 Rue1002d Missa Almana - Sanctus.musicxml,0631 Rue1002d Missa Almana - Sanctus.wav,0631 Rue1002d Missa Almana - Sanctus.csv,0631 Rue1002d Missa Almana - Sanctus.csv,0631 Rue1002d Missa Almana - Sanctus.csv,0631 Rue1002d Missa Almana - Sanctus.csv,
369,632,De la Rue,0632 Rue1002e Missa Almana - Agnus,4,CANTO_JRP,"Pierre de la Rue, Beauty Farm",,2018,,41,y,v,vocal,y,y,,,0632 Rue1002e Missa Almana - Agnus.musicxml,0632 Rue1002e Missa Almana - Agnus.wav,0632 Rue1002e Missa Almana - Agnus.csv,0632 Rue1002e Missa Almana - Agnus.csv,0632 Rue1002e Missa Almana - Agnus.csv,0632 Rue1002e Missa Almana - Agnus.csv,
370,633,De la Rue,0633 Rue1004a Missa Ave Maria - Kyrie,4,CANTO_JRP,"Pierre de la Rue, Capilla Flamenca",,2006,,40,y,v,vocal,y,y,,,0633 Rue1004a Missa Ave Maria - Kyrie.musicxml,0633 Rue1004a Missa Ave Maria - Kyrie.wav,0633 Rue1004a Missa Ave Maria - Kyrie.csv,0633 Rue1004a Missa Ave Maria - Kyrie.csv,0633 Rue1004a Missa Ave Maria - Kyrie.csv,0633 Rue1004a Missa Ave Maria - Kyrie.csv,
371,634,De la Rue,0634 Rue1004b Missa Ave Maria - Gloria,4,CANTO_JRP,"Pierre de la Rue, Capilla Flamenca",,2006,,40,y,v,vocal,y,y,,,0634 Rue1004b Missa Ave Maria - Gloria.musicxml,0634 Rue1004b Missa Ave Maria - Gloria.wav,0634 Rue1004b Missa Ave Maria - Gloria.csv,0634 Rue1004b Missa Ave Maria - Gloria.csv,0634 Rue1004b Missa Ave Maria - Gloria.csv,0634 Rue1004b Missa Ave Maria - Gloria.csv,
372,635,De la Rue,0635 Rue1004c Missa Ave Maria - Credo,5,CANTO_JRP,"Pierre de la Rue, Capilla Flamenca",,2006,,40,y,v,vocal,y,y,,,0635 Rue1004c Missa Ave Maria - Credo.musicxml,0635 Rue1004c Missa Ave Maria - Credo.wav,0635 Rue1004c Missa Ave Maria - Credo.csv,0635 Rue1004c Missa Ave Maria - Credo.csv,0635 Rue1004c Missa Ave Maria - Credo.csv,0635 Rue1004c Missa Ave Maria - Credo.csv,
373,636,De la Rue,0636 Rue1004d Missa Ave Maria - Sanctus,4,CANTO_JRP,"Pierre de la Rue, Capilla Flamenca",,2006,,40,a,v,vocal,n,y,hosanna II = hosanna I,,0636 Rue1004d Missa Ave Maria - Sanctus.musicxml,0636 Rue1004d Missa Ave Maria - Sanctus.wav,0636 Rue1004d Missa Ave Maria - Sanctus.csv,0636 Rue1004d Missa Ave Maria - Sanctus.csv,0636 Rue1004d Missa Ave Maria - Sanctus.csv,0636 Rue1004d Missa Ave Maria - Sanctus.csv,
374,637,De la Rue,0637 Rue1004e Missa Ave Maria - Agnus,4,CANTO_JRP,"Pierre de la Rue, Capilla Flamenca",,2006,,40,y,v,vocal,y,y,,,0637 Rue1004e Missa Ave Maria - Agnus.musicxml,0637 Rue1004e Missa Ave Maria - Agnus.wav,0637 Rue1004e Missa Ave Maria - Agnus.csv,0637 Rue1004e Missa Ave Maria - Agnus.csv,0637 Rue1004e Missa Ave Maria - Agnus.csv,0637 Rue1004e Missa Ave Maria - Agnus.csv,
375,638,De la Rue,0638 Rue1005a Missa Ave sanctissima Maria - Kyrie,6,CANTO_JRP,"Pierre de la Rue, The Sound and the Fury",,2021,,43,y,v,vocal,y,y,,,0638 Rue1005a Missa Ave sanctissima Maria - Kyrie.musicxml,0638 Rue1005a Missa Ave sanctissima Maria - Kyrie.wav,0638 Rue1005a Missa Ave sanctissima Maria - Kyrie.csv,0638 Rue1005a Missa Ave sanctissima Maria - Kyrie.csv,0638 Rue1005a Missa Ave sanctissima Maria - Kyrie.csv,0638 Rue1005a Missa Ave sanctissima Maria - Kyrie.csv,
376,639,De la Rue,0639 Rue1005b Missa Ave sanctissima Maria - Gloria,6,CANTO_JRP,"Pierre de la Rue, The Sound and the Fury",,2021,,42,y,v,vocal,y,y,,,0639 Rue1005b Missa Ave sanctissima Maria - Gloria.musicxml,0639 Rue1005b Missa Ave sanctissima Maria - Gloria.wav,0639 Rue1005b Missa Ave sanctissima Maria - Gloria.csv,0639 Rue1005b Missa Ave sanctissima Maria - Gloria.csv,0639 Rue1005b Missa Ave sanctissima Maria - Gloria.csv,0639 Rue1005b Missa Ave sanctissima Maria - Gloria.csv,
377,640,De la Rue,0640 Rue1005c Missa Ave sanctissima Maria - Credo,6,CANTO_JRP,"Pierre de la Rue, The Sound and the Fury",,2021,,42,y,v,vocal,y,y,,,0640 Rue1005c Missa Ave sanctissima Maria - Credo.musicxml,0640 Rue1005c Missa Ave sanctissima Maria - Credo.wav,0640 Rue1005c Missa Ave sanctissima Maria - Credo.csv,0640 Rue1005c Missa Ave sanctissima Maria - Credo.csv,0640 Rue1005c Missa Ave sanctissima Maria - Credo.csv,0640 Rue1005c Missa Ave sanctissima Maria - Credo.csv,
378,641,De la Rue,0641 Rue1005d Missa Ave sanctissima Maria - Sanctus,6,CANTO_JRP,"Pierre de la Rue, The Sound and the Fury",,2021,,42,a,v,vocal,n,y,hosanna II = hosanna I,,0641 Rue1005d Missa Ave sanctissima Maria - Sanctus.musicxml,0641 Rue1005d Missa Ave sanctissima Maria - Sanctus.wav,0641 Rue1005d Missa Ave sanctissima Maria - Sanctus.csv,0641 Rue1005d Missa Ave sanctissima Maria - Sanctus.csv,0641 Rue1005d Missa Ave sanctissima Maria - Sanctus.csv,0641 Rue1005d Missa Ave sanctissima Maria - Sanctus.csv,
379,642,De la Rue,0642 Rue1005e Missa Ave sanctissima Maria - Agnus,6,CANTO_JRP,"Pierre de la Rue, The Sound and the Fury",,2021,,42,y,v,vocal,y,y,,,0642 Rue1005e Missa Ave sanctissima Maria - Agnus.musicxml,0642 Rue1005e Missa Ave sanctissima Maria - Agnus.wav,0642 Rue1005e Missa Ave sanctissima Maria - Agnus.csv,0642 Rue1005e Missa Ave sanctissima Maria - Agnus.csv,0642 Rue1005e Missa Ave sanctissima Maria - Agnus.csv,0642 Rue1005e Missa Ave sanctissima Maria - Agnus.csv,
380,643,De la Rue,0643 Rue1006a Missa Conceptio tua - Kyrie,5,CANTO_JRP,"Pierre de la Rue, Schola Antiqua of Chicago, Michael Alan Anderson",,2014,,38,y,v,vocal,y,y,,intonatieproblemen,0643 Rue1006a Missa Conceptio tua - Kyrie.musicxml,0643 Rue1006a Missa Conceptio tua - Kyrie.wav,0643 Rue1006a Missa Conceptio tua - Kyrie.csv,0643 Rue1006a Missa Conceptio tua - Kyrie.csv,0643 Rue1006a Missa Conceptio tua - Kyrie.csv,0643 Rue1006a Missa Conceptio tua - Kyrie.csv,
381,644,De la Rue,0644 Rue1006b Missa Conceptio tua - Gloria,5,CANTO_JRP,"Pierre de la Rue, Schola Antiqua of Chicago, Michael Alan Anderson",,2014,,39,y,v,vocal,y,y,,intonatieproblemen,0644 Rue1006b Missa Conceptio tua - Gloria.musicxml,0644 Rue1006b Missa Conceptio tua - Gloria.wav,0644 Rue1006b Missa Conceptio tua - Gloria.csv,0644 Rue1006b Missa Conceptio tua - Gloria.csv,0644 Rue1006b Missa Conceptio tua - Gloria.csv,0644 Rue1006b Missa Conceptio tua - Gloria.csv,
382,645,De la Rue,0645 Rue1006c Missa Conceptio tua - Credo,5,CANTO_JRP,"Pierre de la Rue, Schola Antiqua of Chicago, Michael Alan Anderson",,2014,,39,y,v,vocal,y,y,,intonatieproblemen,0645 Rue1006c Missa Conceptio tua - Credo.musicxml,0645 Rue1006c Missa Conceptio tua - Credo.wav,0645 Rue1006c Missa Conceptio tua - Credo.csv,0645 Rue1006c Missa Conceptio tua - Credo.csv,0645 Rue1006c Missa Conceptio tua - Credo.csv,0645 Rue1006c Missa Conceptio tua - Credo.csv,
383,646,De la Rue,0646 Rue1006d Missa Conceptio tua - Sanctus,5,CANTO_JRP,"Pierre de la Rue, Schola Antiqua of Chicago, Michael Alan Anderson",,2014,,38,a,v,vocal,n,y,hosanna II = hosanna I,intonatieproblemen,0646 Rue1006d Missa Conceptio tua - Sanctus.musicxml,0646 Rue1006d Missa Conceptio tua - Sanctus.wav,0646 Rue1006d Missa Conceptio tua - Sanctus.csv,0646 Rue1006d Missa Conceptio tua - Sanctus.csv,0646 Rue1006d Missa Conceptio tua - Sanctus.csv,0646 Rue1006d Missa Conceptio tua - Sanctus.csv,
384,647,De la Rue,0647 Rue1006e Missa Conceptio tua - Agnus,5,CANTO_JRP,"Pierre de la Rue, Schola Antiqua of Chicago, Michael Alan Anderson",,2014,,39,y,v,vocal,y,y,,intonatieproblemen,0647 Rue1006e Missa Conceptio tua - Agnus.musicxml,0647 Rue1006e Missa Conceptio tua - Agnus.wav,0647 Rue1006e Missa Conceptio tua - Agnus.csv,0647 Rue1006e Missa Conceptio tua - Agnus.csv,0647 Rue1006e Missa Conceptio tua - Agnus.csv,0647 Rue1006e Missa Conceptio tua - Agnus.csv,
385,648,De la Rue,0648 Rue1007a Missa Cum iocunditate - Kyrie,4,CANTO_JRP,"Pierre de la Rue, The Hilliard Ensemble, Paul Hillier",,1992,,43,y,v,vocal,y,y,,,0648 Rue1007a Missa Cum iocunditate - Kyrie.musicxml,0648 Rue1007a Missa Cum iocunditate - Kyrie.wav,0648 Rue1007a Missa Cum iocunditate - Kyrie.csv,0648 Rue1007a Missa Cum iocunditate - Kyrie.csv,0648 Rue1007a Missa Cum iocunditate - Kyrie.csv,0648 Rue1007a Missa Cum iocunditate - Kyrie.csv,
386,649,De la Rue,0649 Rue1007b Missa Cum iocunditate - Gloria,4,CANTO_JRP,"Pierre de la Rue, The Hilliard Ensemble, Paul Hillier",,1992,,43,y,v,vocal,y,y,,,0649 Rue1007b Missa Cum iocunditate - Gloria.musicxml,0649 Rue1007b Missa Cum iocunditate - Gloria.wav,0649 Rue1007b Missa Cum iocunditate - Gloria.csv,0649 Rue1007b Missa Cum iocunditate - Gloria.csv,0649 Rue1007b Missa Cum iocunditate - Gloria.csv,0649 Rue1007b Missa Cum iocunditate - Gloria.csv,
387,650,De la Rue,0650 Rue1007c Missa Cum iocunditate - Credo,5,CANTO_JRP,"Pierre de la Rue, The Hilliard Ensemble, Paul Hillier",,1992,,43,y,v,vocal,y,y,,,0650 Rue1007c Missa Cum iocunditate - Credo.musicxml,0650 Rue1007c Missa Cum iocunditate - Credo.wav,0650 Rue1007c Missa Cum iocunditate - Credo.csv,0650 Rue1007c Missa Cum iocunditate - Credo.csv,0650 Rue1007c Missa Cum iocunditate - Credo.csv,0650 Rue1007c Missa Cum iocunditate - Credo.csv,
388,651,De la Rue,0651 Rue1007d Missa Cum iocunditate - Sanctus,4,CANTO_JRP,"Pierre de la Rue, The Hilliard Ensemble, Paul Hillier",,1992,,43,a,v,vocal,pcp,y,hosanna II = hosanna I,,0651 Rue1007d Missa Cum iocunditate - Sanctus.musicxml,0651 Rue1007d Missa Cum iocunditate - Sanctus.wav,0651 Rue1007d Missa Cum iocunditate - Sanctus.csv,0651 Rue1007d Missa Cum iocunditate - Sanctus.csv,0651 Rue1007d Missa Cum iocunditate - Sanctus.csv,0651 Rue1007d Missa Cum iocunditate - Sanctus.csv,
389,652,De la Rue,0652 Rue1007e Missa Cum iocunditate - Agnus,4,CANTO_JRP,"Pierre de la Rue, The Hilliard Ensemble, Paul Hillier",,1992,,43,a,v,vocal,y,y,agnus III = agnus I,,0652 Rue1007e Missa Cum iocunditate - Agnus.musicxml,0652 Rue1007e Missa Cum iocunditate - Agnus.wav,0652 Rue1007e Missa Cum iocunditate - Agnus.csv,0652 Rue1007e Missa Cum iocunditate - Agnus.csv,0652 Rue1007e Missa Cum iocunditate - Agnus.csv,0652 Rue1007e Missa Cum iocunditate - Agnus.csv,
390,653,De la Rue,0653 Rue1008a Missa De beata virgine - Kyrie,4,CANTO_JRP,"Pierre de la Rue, Ensemble Officium, Wilfried Rombach",,2004,,42,y,v,vocal,y,y,,,0653 Rue1008a Missa De beata virgine - Kyrie.musicxml,0653 Rue1008a Missa De beata virgine - Kyrie.wav,0653 Rue1008a Missa De beata virgine - Kyrie.csv,0653 Rue1008a Missa De beata virgine - Kyrie.csv,0653 Rue1008a Missa De beata virgine - Kyrie.csv,0653 Rue1008a Missa De beata virgine - Kyrie.csv,
391,654,De la Rue,0654 Rue1008b Missa De beata virgine - Gloria,4,CANTO_JRP,"Pierre de la Rue, Ensemble Officium, Wilfried Rombach",,2004,,52,y,v,vocal,y,y,,,0654 Rue1008b Missa De beata virgine - Gloria.musicxml,0654 Rue1008b Missa De beata virgine - Gloria.wav,0654 Rue1008b Missa De beata virgine - Gloria.csv,0654 Rue1008b Missa De beata virgine - Gloria.csv,0654 Rue1008b Missa De beata virgine - Gloria.csv,0654 Rue1008b Missa De beata virgine - Gloria.csv,
392,655,De la Rue,0655 Rue1008c Missa De beata virgine - Credo,4,CANTO_JRP,"Pierre de la Rue, Ensemble Officium, Wilfried Rombach",,2004,,50,y,v,vocal,y,y,,,0655 Rue1008c Missa De beata virgine - Credo.musicxml,0655 Rue1008c Missa De beata virgine - Credo.wav,0655 Rue1008c Missa De beata virgine - Credo.csv,0655 Rue1008c Missa De beata virgine - Credo.csv,0655 Rue1008c Missa De beata virgine - Credo.csv,0655 Rue1008c Missa De beata virgine - Credo.csv,
393,656,De la Rue,0656 Rue1008d Missa De beata virgine - Sanctus,4,CANTO_JRP,"Pierre de la Rue, Ensemble Officium, Wilfried Rombach",,2004,,50,y,v,vocal,y,y,,,0656 Rue1008d Missa De beata virgine - Sanctus.musicxml,0656 Rue1008d Missa De beata virgine - Sanctus.wav,0656 Rue1008d Missa De beata virgine - Sanctus.csv,0656 Rue1008d Missa De beata virgine - Sanctus.csv,0656 Rue1008d Missa De beata virgine - Sanctus.csv,0656 Rue1008d Missa De beata virgine - Sanctus.csv,
394,657,De la Rue,0657 Rue1008e Missa De beata virgine - Agnus,4,CANTO_JRP,"Pierre de la Rue, Ensemble Officium, Wilfried Rombach",,2004,,50,a,v,vocal,pcp,y,agnus III = agnus I,,0657 Rue1008e Missa De beata virgine - Agnus.musicxml,0657 Rue1008e Missa De beata virgine - Agnus.wav,0657 Rue1008e Missa De beata virgine - Agnus.csv,0657 Rue1008e Missa De beata virgine - Agnus.csv,0657 Rue1008e Missa De beata virgine - Agnus.csv,0657 Rue1008e Missa De beata virgine - Agnus.csv,
395,658,De la Rue,0658 Rue1011a Missa De sancta cruce - Kyrie,5,CANTO_JRP,"Pierre de la Rue, Cappella Nova Mundi, William Kempster",,2017,,44,y,v,vocal,y,y,,,0658 Rue1011a Missa De sancta cruce - Kyrie.musicxml,0658 Rue1011a Missa De sancta cruce - Kyrie.wav,0658 Rue1011a Missa De sancta cruce - Kyrie.csv,0658 Rue1011a Missa De sancta cruce - Kyrie.csv,0658 Rue1011a Missa De sancta cruce - Kyrie.csv,0658 Rue1011a Missa De sancta cruce - Kyrie.csv,
396,659,De la Rue,0659 Rue1011b Missa De sancta cruce - Gloria,5,CANTO_JRP,"Pierre de la Rue, Cappella Nova Mundi, William Kempster",,2017,,44,y,v,vocal,y,y,,,0659 Rue1011b Missa De sancta cruce - Gloria.musicxml,0659 Rue1011b Missa De sancta cruce - Gloria.wav,0659 Rue1011b Missa De sancta cruce - Gloria.csv,0659 Rue1011b Missa De sancta cruce - Gloria.csv,0659 Rue1011b Missa De sancta cruce - Gloria.csv,0659 Rue1011b Missa De sancta cruce - Gloria.csv,
397,660,De la Rue,0660 Rue1011c Missa De sancta cruce - Credo,5,CANTO_JRP,"Pierre de la Rue, Cappella Nova Mundi, William Kempster",,2017,,44,y,v,vocal,y,y,,,0660 Rue1011c Missa De sancta cruce - Credo.musicxml,0660 Rue1011c Missa De sancta cruce - Credo.wav,0660 Rue1011c Missa De sancta cruce - Credo.csv,0660 Rue1011c Missa De sancta cruce - Credo.csv,0660 Rue1011c Missa De sancta cruce - Credo.csv,0660 Rue1011c Missa De sancta cruce - Credo.csv,
398,661,De la Rue,0661 Rue1011d Missa De sancta cruce - Sanctus,5,CANTO_JRP,"Pierre de la Rue, Cappella Nova Mundi, William Kempster",,2017,,44,a,v,vocal,y,y,hosanna II = hosanna I,,0661 Rue1011d Missa De sancta cruce - Sanctus.musicxml,0661 Rue1011d Missa De sancta cruce - Sanctus.wav,0661 Rue1011d Missa De sancta cruce - Sanctus.csv,0661 Rue1011d Missa De sancta cruce - Sanctus.csv,0661 Rue1011d Missa De sancta cruce - Sanctus.csv,0661 Rue1011d Missa De sancta cruce - Sanctus.csv,
399,662,De la Rue,0662 Rue1011e Missa De sancta cruce - Agnus,5,CANTO_JRP,"Pierre de la Rue, Cappella Nova Mundi, William Kempster",,2017,,44,y,v,vocal,y,y,,,0662 Rue1011e Missa De sancta cruce - Agnus.musicxml,0662 Rue1011e Missa De sancta cruce - Agnus.wav,0662 Rue1011e Missa De sancta cruce - Agnus.csv,0662 Rue1011e Missa De sancta cruce - Agnus.csv,0662 Rue1011e Missa De sancta cruce - Agnus.csv,0662 Rue1011e Missa De sancta cruce - Agnus.csv,
400,663,De la Rue,0663 Rue1012a Missa De Sancto Antonio - Kyrie,4,CANTO_JRP,"Pierre de la Rue, Beauty Farm",,2018,,41,y,v,vocal,y,y,,,0663 Rue1012a Missa De Sancto Antonio - Kyrie.musicxml,0663 Rue1012a Missa De Sancto Antonio - Kyrie.wav,0663 Rue1012a Missa De Sancto Antonio - Kyrie.csv,0663 Rue1012a Missa De Sancto Antonio - Kyrie.csv,0663 Rue1012a Missa De Sancto Antonio - Kyrie.csv,0663 Rue1012a Missa De Sancto Antonio - Kyrie.csv,
401,664,De la Rue,0664 Rue1012b Missa De Sancto Antonio - Gloria,4,CANTO_JRP,"Pierre de la Rue, Beauty Farm",,2018,,41,y,v,vocal,y,y,,,0664 Rue1012b Missa De Sancto Antonio - Gloria.musicxml,0664 Rue1012b Missa De Sancto Antonio - Gloria.wav,0664 Rue1012b Missa De Sancto Antonio - Gloria.csv,0664 Rue1012b Missa De Sancto Antonio - Gloria.csv,0664 Rue1012b Missa De Sancto Antonio - Gloria.csv,0664 Rue1012b Missa De Sancto Antonio - Gloria.csv,
402,665,De la Rue,0665 Rue1012c Missa De Sancto Antonio - Credo,4,CANTO_JRP,"Pierre de la Rue, Beauty Farm",,2018,,53,y,v,vocal,y,y,,,0665 Rue1012c Missa De Sancto Antonio - Credo.musicxml,0665 Rue1012c Missa De Sancto Antonio - Credo.wav,0665 Rue1012c Missa De Sancto Antonio - Credo.csv,0665 Rue1012c Missa De Sancto Antonio - Credo.csv,0665 Rue1012c Missa De Sancto Antonio - Credo.csv,0665 Rue1012c Missa De Sancto Antonio - Credo.csv,
403,666,De la Rue,0666 Rue1012d Missa De Sancto Antonio - Sanctus,4,CANTO_JRP,"Pierre de la Rue, Beauty Farm",,2018,,41,a,v,vocal,pcp,y,hosanna II = hosanna I,,0666 Rue1012d Missa De Sancto Antonio - Sanctus.musicxml,0666 Rue1012d Missa De Sancto Antonio - Sanctus.wav,0666 Rue1012d Missa De Sancto Antonio - Sanctus.csv,0666 Rue1012d Missa De Sancto Antonio - Sanctus.csv,0666 Rue1012d Missa De Sancto Antonio - Sanctus.csv,0666 Rue1012d Missa De Sancto Antonio - Sanctus.csv,
404,667,De la Rue,0667 Rue1012e Missa De Sancto Antonio - Agnus,4,CANTO_JRP,"Pierre de la Rue, Beauty Farm",,2018,,41,y,v,vocal,y,y,,,0667 Rue1012e Missa De Sancto Antonio - Agnus.musicxml,0667 Rue1012e Missa De Sancto Antonio - Agnus.wav,0667 Rue1012e Missa De Sancto Antonio - Agnus.csv,0667 Rue1012e Missa De Sancto Antonio - Agnus.csv,0667 Rue1012e Missa De Sancto Antonio - Agnus.csv,0667 Rue1012e Missa De Sancto Antonio - Agnus.csv,
407,670,De la Rue,0670 Rue1014c Missa de septem doloribus - Credo,5,CANTO_JRP,"Pierre de la Rue, Capilla Flamenca, Dirk Snellings",,2015,,38,y,v,vocal,y,y,,,0670 Rue1014c Missa de septem doloribus - Credo.musicxml,0670 Rue1014c Missa de septem doloribus - Credo.wav,0670 Rue1014c Missa de septem doloribus - Credo.csv,0670 Rue1014c Missa de septem doloribus - Credo.csv,0670 Rue1014c Missa de septem doloribus - Credo.csv,0670 Rue1014c Missa de septem doloribus - Credo.csv,
408,671,De la Rue,0671 Rue1014d Missa de septem doloribus - Sanctus,5,CANTO_JRP,"Pierre de la Rue, Capilla Flamenca, Dirk Snellings",,2015,,50,y,v,vocal,y,y,,,0671 Rue1014d Missa de septem doloribus - Sanctus.musicxml,0671 Rue1014d Missa de septem doloribus - Sanctus.wav,0671 Rue1014d Missa de septem doloribus - Sanctus.csv,0671 Rue1014d Missa de septem doloribus - Sanctus.csv,0671 Rue1014d Missa de septem doloribus - Sanctus.csv,0671 Rue1014d Missa de septem doloribus - Sanctus.csv,
409,672,De la Rue,0672 Rue1014e Missa de septem doloribus - Agnus,5,CANTO_JRP,"Pierre de la Rue, Capilla Flamenca, Dirk Snellings",,2015,,38,y,v,vocal,y,y,,,0672 Rue1014e Missa de septem doloribus - Agnus.musicxml,0672 Rue1014e Missa de septem doloribus - Agnus.wav,0672 Rue1014e Missa de septem doloribus - Agnus.csv,0672 Rue1014e Missa de septem doloribus - Agnus.csv,0672 Rue1014e Missa de septem doloribus - Agnus.csv,0672 Rue1014e Missa de septem doloribus - Agnus.csv,
410,673,De la Rue,0673 Rue1016a Missa Incessament - Kyrie,5,CANTO_JRP,"Pierre de la Rue, Amarcord",,2006,,40,y,v,vocal,y,y,,,0673 Rue1016a Missa Incessament - Kyrie.musicxml,0673 Rue1016a Missa Incessament - Kyrie.wav,0673 Rue1016a Missa Incessament - Kyrie.csv,0673 Rue1016a Missa Incessament - Kyrie.csv,0673 Rue1016a Missa Incessament - Kyrie.csv,0673 Rue1016a Missa Incessament - Kyrie.csv,
411,674,De la Rue,0674 Rue1016b Missa Incessament - Gloria,5,CANTO_JRP,"Pierre de la Rue, Amarcord",,2006,,40,y,v,vocal,y,y,,,0674 Rue1016b Missa Incessament - Gloria.musicxml,0674 Rue1016b Missa Incessament - Gloria.wav,0674 Rue1016b Missa Incessament - Gloria.csv,0674 Rue1016b Missa Incessament - Gloria.csv,0674 Rue1016b Missa Incessament - Gloria.csv,0674 Rue1016b Missa Incessament - Gloria.csv,
412,675,De la Rue,0675 Rue1016c Missa Incessament - Credo,5,CANTO_JRP,"Pierre de la Rue, Amarcord",,2006,,40,y,v,vocal,y,y,,,0675 Rue1016c Missa Incessament - Credo.musicxml,0675 Rue1016c Missa Incessament - Credo.wav,0675 Rue1016c Missa Incessament - Credo.csv,0675 Rue1016c Missa Incessament - Credo.csv,0675 Rue1016c Missa Incessament - Credo.csv,0675 Rue1016c Missa Incessament - Credo.csv,
413,676,De la Rue,0676 Rue1016d Missa Incessament - Sanctus,5,CANTO_JRP,"Pierre de la Rue, Amarcord",,2006,,40,a,v,vocal,pcp,y,hosanna II = hosanna I,,0676 Rue1016d Missa Incessament - Sanctus.musicxml,0676 Rue1016d Missa Incessament - Sanctus.wav,0676 Rue1016d Missa Incessament - Sanctus.csv,0676 Rue1016d Missa Incessament - Sanctus.csv,0676 Rue1016d Missa Incessament - Sanctus.csv,0676 Rue1016d Missa Incessament - Sanctus.csv,
414,677,De la Rue,0677 Rue1016e Missa Incessament - Agnus,5,CANTO_JRP,"Pierre de la Rue, Amarcord",,2006,,40,y,v,vocal,y,y,,,0677 Rue1016e Missa Incessament - Agnus.musicxml,0677 Rue1016e Missa Incessament - Agnus.wav,0677 Rue1016e Missa Incessament - Agnus.csv,0677 Rue1016e Missa Incessament - Agnus.csv,0677 Rue1016e Missa Incessament - Agnus.csv,0677 Rue1016e Missa Incessament - Agnus.csv,
415,678,De la Rue,0678 Rue1018a Missa Ista est speciosa - Kyrie,5,CANTO_JRP,"Pierre de la Rue, Capilla Flamenca",,2021,,40,y,v,vocal,y,y,,,0678 Rue1018a Missa Ista est speciosa - Kyrie.musicxml,0678 Rue1018a Missa Ista est speciosa - Kyrie.wav,0678 Rue1018a Missa Ista est speciosa - Kyrie.csv,0678 Rue1018a Missa Ista est speciosa - Kyrie.csv,0678 Rue1018a Missa Ista est speciosa - Kyrie.csv,0678 Rue1018a Missa Ista est speciosa - Kyrie.csv,
416,679,De la Rue,0679 Rue1018b Missa Ista est speciosa - Gloria,5,CANTO_JRP,"Pierre de la Rue, Capilla Flamenca",,2021,,40,y,v,vocal,y,y,,,0679 Rue1018b Missa Ista est speciosa - Gloria.musicxml,0679 Rue1018b Missa Ista est speciosa - Gloria.wav,0679 Rue1018b Missa Ista est speciosa - Gloria.csv,0679 Rue1018b Missa Ista est speciosa - Gloria.csv,0679 Rue1018b Missa Ista est speciosa - Gloria.csv,0679 Rue1018b Missa Ista est speciosa - Gloria.csv,
417,680,De la Rue,0680 Rue1018c Missa Ista est speciosa - Credo,5,CANTO_JRP,"Pierre de la Rue, Capilla Flamenca",,2021,,40,y,v,vocal,y,y,,,0680 Rue1018c Missa Ista est speciosa - Credo.musicxml,0680 Rue1018c Missa Ista est speciosa - Credo.wav,0680 Rue1018c Missa Ista est speciosa - Credo.csv,0680 Rue1018c Missa Ista est speciosa - Credo.csv,0680 Rue1018c Missa Ista est speciosa - Credo.csv,0680 Rue1018c Missa Ista est speciosa - Credo.csv,
418,681,De la Rue,0681 Rue1018d Missa Ista est speciosa - Sanctus,5,CANTO_JRP,"Pierre de la Rue, Capilla Flamenca",,2021,,40,a,v,vocal,n,y,hosanna II = hosanna I,,0681 Rue1018d Missa Ista est speciosa - Sanctus.musicxml,0681 Rue1018d Missa Ista est speciosa - Sanctus.wav,0681 Rue1018d Missa Ista est speciosa - Sanctus.csv,0681 Rue1018d Missa Ista est speciosa - Sanctus.csv,0681 Rue1018d Missa Ista est speciosa - Sanctus.csv,0681 Rue1018d Missa Ista est speciosa - Sanctus.csv,
419,682,De la Rue,0682 Rue1018e Missa Ista est speciosa - Agnus,5,CANTO_JRP,"Pierre de la Rue, Capilla Flamenca",,2021,,40,y,v,vocal,y,y,,,0682 Rue1018e Missa Ista est speciosa - Agnus.musicxml,0682 Rue1018e Missa Ista est speciosa - Agnus.wav,0682 Rue1018e Missa Ista est speciosa - Agnus.csv,0682 Rue1018e Missa Ista est speciosa - Agnus.csv,0682 Rue1018e Missa Ista est speciosa - Agnus.csv,0682 Rue1018e Missa Ista est speciosa - Agnus.csv,
