id,nr_playlist,composer,composition,voices,experiment,performer,Album,year_recording,,audio_final,symbolic_is_audio,instrumentation,instrumentation_category,final_safe,not repeated,repetitions,comments,symbolic,audio,mf0,basicpitch,multipitch_214c,multipitch_195f,MT3
306,568,Josquin,0568 Jos2722 La plus des plus,3,CANTO_JRP,"Josquin des Prez, Dulces Exuviae, Romain Bockler, Bor Zuljan",,2019,,44,a,vi,mixed,y,y,veel herhalingen,"tenor, luit, versierd",0568 Jos2722 La plus des plus.musicxml,0568 Jos2722 La plus des plus.wav,0568 Jos2722 La plus des plus.csv,0568 Jos2722 La plus des plus.csv,0568 Jos2722 La plus des plus.csv,0568 Jos2722 La plus des plus.csv,
307,569,Josquin,0569 Jos2724 Madame helas,3,CANTO_JRP,"Josquin des Prez, The Medieval Ensemble Of London, Peter Davies, Timothy Davies",,1985,,46,y,i,instrumental,y,y,,"vedel, gamba, rietblazer",0569 Jos2724 Madame helas.musicxml,0569 Jos2724 Madame helas.wav,0569 Jos2724 Madame helas.csv,0569 Jos2724 Madame helas.csv,0569 Jos2724 Madame helas.csv,0569 Jos2724 Madame helas.csv,0569 Jos2724 Madame helas.mid
308,570,Josquin,0570 Jos2727 Mon mary ma diffamee,3,CANTO_JRP,"Josquin des Prez, The Medieval Ensemble Of London, Peter Davies, Timothy Davies",,1985,,60,a,v,vocal,y,y,aab,,0570 Jos2727 Mon mary ma diffamee.musicxml,0570 Jos2727 Mon mary ma diffamee.wav,0570 Jos2727 Mon mary ma diffamee.csv,0570 Jos2727 Mon mary ma diffamee.csv,0570 Jos2727 Mon mary ma diffamee.csv,0570 Jos2727 Mon mary ma diffamee.csv,0570 Jos2727 Mon mary ma diffamee.mid
309,571,Josquin,0571 Jos2729 O Venus bant,3,CANTO_JRP,"Josquin des Prez, Huelgas Ensemble, Paul Van Nevel",,2000,,55,a,i,instrumental,y,y,aa,"blokfluit versierd, zink, gamba",0571 Jos2729 O Venus bant.musicxml,0571 Jos2729 O Venus bant.wav,0571 Jos2729 O Venus bant.csv,0571 Jos2729 O Venus bant.csv,0571 Jos2729 O Venus bant.csv,0571 Jos2729 O Venus bant.csv,0571 Jos2729 O Venus bant.mid
310,572,Josquin,0572 Jos2732 Quant je vous voye,3,CANTO_JRP,"Josquin des Prez, The Medieval Ensemble Of London, Peter Davies, Timothy Davies",,1985,,55,y,vi,mixed,y,y,,"superius, tenor, luit",0572 Jos2732 Quant je vous voye.musicxml,0572 Jos2732 Quant je vous voye.wav,0572 Jos2732 Quant je vous voye.csv,0572 Jos2732 Quant je vous voye.csv,0572 Jos2732 Quant je vous voye.csv,0572 Jos2732 Quant je vous voye.csv,0572 Jos2732 Quant je vous voye.mid
311,573,Josquin,0573 Jos2733 Que vous madame | In pace,3,CANTO_JRP,,,2022,,49,a,vi,mixed,n,y,aba,"2 blokfluiten, voice",0573 Jos2733 Que vous madame | In pace.musicxml,0573 Jos2733 Que vous madame | In pace.wav,0573 Jos2733 Que vous madame | In pace.csv,0573 Jos2733 Que vous madame | In pace.csv,0573 Jos2733 Que vous madame | In pace.csv,0573 Jos2733 Que vous madame | In pace.csv,
312,574,Josquin,0574 Jos2734 Si jay perdu mon amy,3,CANTO_JRP,"Josquin des Prez, Cut Circle, Jesse Rodin",,2023,,42,y,v,vocal,y,y,,,0574 Jos2734 Si jay perdu mon amy.musicxml,0574 Jos2734 Si jay perdu mon amy.wav,0574 Jos2734 Si jay perdu mon amy.csv,0574 Jos2734 Si jay perdu mon amy.csv,0574 Jos2734 Si jay perdu mon amy.csv,0574 Jos2734 Si jay perdu mon amy.csv,0574 Jos2734 Si jay perdu mon amy.mid
313,575,Josquin,0575 Jos2735 Si jeusse Marion,3,CANTO_JRP,"Josquin des Prez, The Medieval Ensemble Of London, Peter Davies, Timothy Davies",,1985,,43,y,vi,mixed,y,y,,"luit, tenor",0575 Jos2735 Si jeusse Marion.musicxml,0575 Jos2735 Si jeusse Marion.wav,0575 Jos2735 Si jeusse Marion.csv,0575 Jos2735 Si jeusse Marion.csv,0575 Jos2735 Si jeusse Marion.csv,0575 Jos2735 Si jeusse Marion.csv,0575 Jos2735 Si jeusse Marion.mid
314,576,Josquin,0576 Jos2801 A lheure,4,CANTO_JRP,"Josquin des Prez, Harmonia Recorder Ensemble",,2018,,62,y,i,instrumental,y,y,,blokfluitkwartet,0576 Jos2801 A lheure.musicxml,0576 Jos2801 A lheure.wav,0576 Jos2801 A lheure.csv,0576 Jos2801 A lheure.csv,0576 Jos2801 A lheure.csv,0576 Jos2801 A lheure.csv,0576 Jos2801 A lheure.mid
315,577,Josquin,0577 Jos2803 Adieu mes amours,4,CANTO_JRP,"Josquin des Prez, Ensemble Leones, Marc Lewon",,2011,,55,a,vi,mixed,y,y,aa,"zink, gambatrio, tenor",0577 Jos2803 Adieu mes amours.musicxml,0577 Jos2803 Adieu mes amours.wav,0577 Jos2803 Adieu mes amours.csv,0577 Jos2803 Adieu mes amours.csv,0577 Jos2803 Adieu mes amours.csv,0577 Jos2803 Adieu mes amours.csv,
316,578,Josquin,0578 Jos2804 Baisiez moy,4,CANTO_JRP,"Josquin des Prez, Cut Circle, Jesse Rodin",,2023,,54,y,v,vocal,y,n,,"vocaal, verdubbeld met orgel/blokfluitkwartet",0578 Jos2804 Baisiez moy.musicxml,0578 Jos2804 Baisiez moy.wav,0578 Jos2804 Baisiez moy.csv,0578 Jos2804 Baisiez moy.csv,0578 Jos2804 Baisiez moy.csv,0578 Jos2804 Baisiez moy.csv,0578 Jos2804 Baisiez moy.mid
317,579,Josquin,0579 Jos2805 Belle pour lamour de vous,4,CANTO_JRP,,,2022,,48,y,vi,mixed,y,y,,"superius, tenor, 2 blokfluiten",0579 Jos2805 Belle pour lamour de vous.musicxml,0579 Jos2805 Belle pour lamour de vous.wav,0579 Jos2805 Belle pour lamour de vous.csv,0579 Jos2805 Belle pour lamour de vous.csv,0579 Jos2805 Belle pour lamour de vous.csv,0579 Jos2805 Belle pour lamour de vous.csv,0579 Jos2805 Belle pour lamour de vous.mid
318,580,Josquin,0580 Jos2806 Bergerette savoysienne,4,CANTO_JRP,,,2022,,30,a,vi,mixed,y,y,herhalingen,"superius (licht versierd), tenor, luit",0580 Jos2806 Bergerette savoysienne.musicxml,0580 Jos2806 Bergerette savoysienne.wav,0580 Jos2806 Bergerette savoysienne.csv,0580 Jos2806 Bergerette savoysienne.csv,0580 Jos2806 Bergerette savoysienne.csv,0580 Jos2806 Bergerette savoysienne.csv,
319,581,Josquin,0581 Jos2807 Comment peult avoir joye,4,CANTO_JRP,"Josquin des Prez, The Clerks' Group, Edward Wickham",,2002,,45,y,v,vocal,y,y,,,0581 Jos2807 Comment peult avoir joye.musicxml,0581 Jos2807 Comment peult avoir joye.wav,0581 Jos2807 Comment peult avoir joye.csv,0581 Jos2807 Comment peult avoir joye.csv,0581 Jos2807 Comment peult avoir joye.csv,0581 Jos2807 Comment peult avoir joye.csv,0581 Jos2807 Comment peult avoir joye.mid
320,583,Josquin,0583 Jos2811 Dulces exuviae,4,CANTO_JRP,"Josquin des Prez, Huelgas Ensemble, Paul Van Nevel",,2001,,52,y,v,vocal,y,y,,exclude,0583 Jos2811 Dulces exuviae.musicxml,0583 Jos2811 Dulces exuviae.wav,0583 Jos2811 Dulces exuviae.csv,0583 Jos2811 Dulces exuviae.csv,0583 Jos2811 Dulces exuviae.csv,0583 Jos2811 Dulces exuviae.csv,
321,584,Josquin,0584 Jos2812 El grillo,4,CANTO_JRP,"Josquin des Prez, The Hilliard Ensemble, Paul Hillier",,1983,,44,a,v,vocal,n,y,herhalingen,,0584 Jos2812 El grillo.musicxml,0584 Jos2812 El grillo.wav,0584 Jos2812 El grillo.csv,0584 Jos2812 El grillo.csv,0584 Jos2812 El grillo.csv,0584 Jos2812 El grillo.csv,0584 Jos2812 El grillo.mid
322,585,Josquin,0585 Jos2813 En lombre dung buissonnet,4,CANTO_JRP,,,2021,,43,y,v,vocal,y,y,,,0585 Jos2813 En lombre dung buissonnet.musicxml,0585 Jos2813 En lombre dung buissonnet.wav,0585 Jos2813 En lombre dung buissonnet.csv,0585 Jos2813 En lombre dung buissonnet.csv,0585 Jos2813 En lombre dung buissonnet.csv,0585 Jos2813 En lombre dung buissonnet.csv,0585 Jos2813 En lombre dung buissonnet.mid
324,587,Josquin,0587 Jos2815 Fama malum,4,CANTO_JRP,"Josquin des Prez, Alamire, David Skinner",,2014,,44,y,v,vocal,y,y,,,0587 Jos2815 Fama malum.musicxml,0587 Jos2815 Fama malum.wav,0587 Jos2815 Fama malum.csv,0587 Jos2815 Fama malum.csv,0587 Jos2815 Fama malum.csv,0587 Jos2815 Fama malum.csv,
325,588,Josquin,0588 Jos2817 Guillaume se va chaufer,4,CANTO_JRP,"Josquin des Prez, Capilla Flamenca",,2000,,41,a,v,vocal,y,y,herhalingen,,0588 Jos2817 Guillaume se va chaufer.musicxml,0588 Jos2817 Guillaume se va chaufer.wav,0588 Jos2817 Guillaume se va chaufer.csv,0588 Jos2817 Guillaume se va chaufer.csv,0588 Jos2817 Guillaume se va chaufer.csv,0588 Jos2817 Guillaume se va chaufer.csv,0588 Jos2817 Guillaume se va chaufer.mid
326,589,Josquin,0589 Jos2818 In te domine speravi,4,CANTO_JRP,"Josquin des Prez, Orlando Consort",,2003,,53,a,v,vocal,y,y,herhalingen,,0589 Jos2818 In te domine speravi.musicxml,0589 Jos2818 In te domine speravi.wav,0589 Jos2818 In te domine speravi.csv,0589 Jos2818 In te domine speravi.csv,0589 Jos2818 In te domine speravi.csv,0589 Jos2818 In te domine speravi.csv,
327,590,Josquin,0590 Jos2820 Je sey bien dire,4,CANTO_JRP,"Josquin des Prez, Harmonia Recorder Ensemble",,2018,,53,y,i,instrumental,y,y,,blokfluitkwartet,0590 Jos2820 Je sey bien dire.musicxml,0590 Jos2820 Je sey bien dire.wav,0590 Jos2820 Je sey bien dire.csv,0590 Jos2820 Je sey bien dire.csv,0590 Jos2820 Je sey bien dire.csv,0590 Jos2820 Je sey bien dire.csv,0590 Jos2820 Je sey bien dire.mid
328,591,Josquin,0591 Jos2822 Le villain,4,CANTO_JRP,"Josquin des Prez, Musica Antiqua of London, Philip Thorby",,2000,,41,y,i,instrumental,y,y,,gambakwartet,0591 Jos2822 Le villain.musicxml,0591 Jos2822 Le villain.wav,0591 Jos2822 Le villain.csv,0591 Jos2822 Le villain.csv,0591 Jos2822 Le villain.csv,0591 Jos2822 Le villain.csv,
329,592,Josquin,0592 Jos2825 Mille regretz,4,CANTO_JRP,"Josquin des Prez, The Hilliard Ensemble, Paul Hillier",,1983,,51,y,v,vocal,y,y,,,0592 Jos2825 Mille regretz.musicxml,0592 Jos2825 Mille regretz.wav,0592 Jos2825 Mille regretz.csv,0592 Jos2825 Mille regretz.csv,0592 Jos2825 Mille regretz.csv,0592 Jos2825 Mille regretz.csv,0592 Jos2825 Mille regretz.mid
330,593,Josquin,0593 Jos2827 Plus nestes ma maistresse,4,CANTO_JRP,,,2003,,45,y,v,vocal,y,y,,,0593 Jos2827 Plus nestes ma maistresse.musicxml,0593 Jos2827 Plus nestes ma maistresse.wav,0593 Jos2827 Plus nestes ma maistresse.csv,0593 Jos2827 Plus nestes ma maistresse.csv,0593 Jos2827 Plus nestes ma maistresse.csv,0593 Jos2827 Plus nestes ma maistresse.csv,
331,594,Josquin,0594 Jos2828 Plus nulz regrets,4,CANTO_JRP,,,2021,,49,y,vi,mixed,y,n,,verdubbeld met orgel en luit (beetje versierd),0594 Jos2828 Plus nulz regrets.musicxml,0594 Jos2828 Plus nulz regrets.wav,0594 Jos2828 Plus nulz regrets.csv,0594 Jos2828 Plus nulz regrets.csv,0594 Jos2828 Plus nulz regrets.csv,0594 Jos2828 Plus nulz regrets.csv,
332,595,Josquin,0595 Jos2829 Qui belles amours,4,CANTO_JRP,"Josquin des Prez, Susan Rode Morris, Scott Whitaker, 6 Chordae Consort of Viols",,2001,,42,y,i,instrumental,y,y,,gambakwartet,0595 Jos2829 Qui belles amours.musicxml,0595 Jos2829 Qui belles amours.wav,0595 Jos2829 Qui belles amours.csv,0595 Jos2829 Qui belles amours.csv,0595 Jos2829 Qui belles amours.csv,0595 Jos2829 Qui belles amours.csv,
333,596,Josquin,0596 Jos2830 Scaramella,4,CANTO_JRP,,,2020,,50,a,v,vocal,y,y,herhalingen,superius versierd,0596 Jos2830 Scaramella.musicxml,0596 Jos2830 Scaramella.wav,0596 Jos2830 Scaramella.csv,0596 Jos2830 Scaramella.csv,0596 Jos2830 Scaramella.csv,0596 Jos2830 Scaramella.csv,0596 Jos2830 Scaramella.mid
334,597,Josquin,0597 Jos2832 Si jay perdu,4,CANTO_JRP,"Josquin des Prez, Musica Antiqua of London, Philip Thorby",,2000,,56,y,i,instrumental,y,y,,blokfluitkwartet,0597 Jos2832 Si jay perdu.musicxml,0597 Jos2832 Si jay perdu.wav,0597 Jos2832 Si jay perdu.csv,0597 Jos2832 Si jay perdu.csv,0597 Jos2832 Si jay perdu.csv,0597 Jos2832 Si jay perdu.csv,0597 Jos2832 Si jay perdu.mid
335,598,Josquin,0598 Jos2833 Tant vous aimme,4,CANTO_JRP,,,2021,,53,y,vi,mixed,y,n,,verdubbeld met luit,0598 Jos2833 Tant vous aimme.musicxml,0598 Jos2833 Tant vous aimme.wav,0598 Jos2833 Tant vous aimme.csv,0598 Jos2833 Tant vous aimme.csv,0598 Jos2833 Tant vous aimme.csv,0598 Jos2833 Tant vous aimme.csv,0598 Jos2833 Tant vous aimme.mid
336,599,Josquin,0599 Jos2836 Vive le roy,4,CANTO_JRP,"Josquin des Prez, Obsidienne, Emmanuel Bonnardot",,2003,,61,y,v,vocal,y,y,,,0599 Jos2836 Vive le roy.musicxml,0599 Jos2836 Vive le roy.wav,0599 Jos2836 Vive le roy.csv,0599 Jos2836 Vive le roy.csv,0599 Jos2836 Vive le roy.csv,0599 Jos2836 Vive le roy.csv,0599 Jos2836 Vive le roy.mid
337,600,Josquin,0600 Jos2837 Vivrai je tousjours,4,CANTO_JRP,"Josquin des Prez, Stile Antico",,2021,,48,y,v,vocal,y,y,,,0600 Jos2837 Vivrai je tousjours.musicxml,0600 Jos2837 Vivrai je tousjours.wav,0600 Jos2837 Vivrai je tousjours.csv,0600 Jos2837 Vivrai je tousjours.csv,0600 Jos2837 Vivrai je tousjours.csv,0600 Jos2837 Vivrai je tousjours.csv,
338,601,Josquin,0601 Jos2902 Cueur langoreulx,5,CANTO_JRP,"Josquin des Prez, Huelgas Ensemble, Paul Van Nevel",,2022,,50,y,v,vocal,y,y,,,0601 Jos2902 Cueur langoreulx.musicxml,0601 Jos2902 Cueur langoreulx.wav,0601 Jos2902 Cueur langoreulx.csv,0601 Jos2902 Cueur langoreulx.csv,0601 Jos2902 Cueur langoreulx.csv,0601 Jos2902 Cueur langoreulx.csv,
339,602,Josquin,0602 Jos2903 Cueurs desolez | Plorans ploravit,5,CANTO_JRP,,,2009,,41,y,vi,mixed,y,n,,"stem, gamba’s",0602 Jos2903 Cueurs desolez | Plorans ploravit.musicxml,0602 Jos2903 Cueurs desolez | Plorans ploravit.wav,0602 Jos2903 Cueurs desolez | Plorans ploravit.csv,0602 Jos2903 Cueurs desolez | Plorans ploravit.csv,0602 Jos2903 Cueurs desolez | Plorans ploravit.csv,0602 Jos2903 Cueurs desolez | Plorans ploravit.csv,0602 Jos2903 Cueurs desolez | Plorans ploravit.mid
340,603,Josquin,0603 Jos2904 Douleur me bat,5,CANTO_JRP,,,2021,,39,y,vi,mixed,y,n,,verdubbeld met luit,0603 Jos2904 Douleur me bat.musicxml,0603 Jos2904 Douleur me bat.wav,0603 Jos2904 Douleur me bat.csv,0603 Jos2904 Douleur me bat.csv,0603 Jos2904 Douleur me bat.csv,0603 Jos2904 Douleur me bat.csv,
341,604,Josquin,0604 Jos2905 Du mien amant,5,CANTO_JRP,,,2021,,37,a,vi,mixed,y,n,aab,verdubbeld met luit,0604 Jos2905 Du mien amant.musicxml,0604 Jos2905 Du mien amant.wav,0604 Jos2905 Du mien amant.csv,0604 Jos2905 Du mien amant.csv,0604 Jos2905 Du mien amant.csv,0604 Jos2905 Du mien amant.csv,
342,605,Josquin,0605 Jos2906 En non saichant,5,CANTO_JRP,,,2003,,42,y,v,vocal,y,y,,,0605 Jos2906 En non saichant.musicxml,0605 Jos2906 En non saichant.wav,0605 Jos2906 En non saichant.csv,0605 Jos2906 En non saichant.csv,0605 Jos2906 En non saichant.csv,0605 Jos2906 En non saichant.csv,
343,606,Josquin,0606 Jos2907 Faulte dargent,5,CANTO_JRP,"Josquin des Prez, Scholars of London",,1994,,52,y,vi,mixed,y,y,,tenor en gambakwartet,0606 Jos2907 Faulte dargent.musicxml,0606 Jos2907 Faulte dargent.wav,0606 Jos2907 Faulte dargent.csv,0606 Jos2907 Faulte dargent.csv,0606 Jos2907 Faulte dargent.csv,0606 Jos2907 Faulte dargent.csv,0606 Jos2907 Faulte dargent.mid
344,607,Josquin,0607 Jos2908 Incessament livre,5,CANTO_JRP,"Josquin des Prez, Susan Rode Morris, Scott Whitaker, 6 Chordae Consort of Viols",,2001,,49,y,v,vocal,y,y,,,0607 Jos2908 Incessament livre.musicxml,0607 Jos2908 Incessament livre.wav,0607 Jos2908 Incessament livre.csv,0607 Jos2908 Incessament livre.csv,0607 Jos2908 Incessament livre.csv,0607 Jos2908 Incessament livre.csv,
345,608,Josquin,0608 Jos2910 Je me complains,5,CANTO_JRP,"Josquin des Prez, The Hilliard Ensemble, Paul Hillier",,1983,,43,y,v,vocal,y,y,,,0608 Jos2910 Je me complains.musicxml,0608 Jos2910 Je me complains.wav,0608 Jos2910 Je me complains.csv,0608 Jos2910 Je me complains.csv,0608 Jos2910 Je me complains.csv,0608 Jos2910 Je me complains.csv,0608 Jos2910 Je me complains.mid
346,609,Josquin,0609 Jos2911 Je ne me puis tenir daimer,5,CANTO_JRP,"Josquin des Prez, The Hilliard Ensemble, Paul Hillier",,1983,,45,y,v,vocal,y,y,,,0609 Jos2911 Je ne me puis tenir daimer.musicxml,0609 Jos2911 Je ne me puis tenir daimer.wav,0609 Jos2911 Je ne me puis tenir daimer.csv,0609 Jos2911 Je ne me puis tenir daimer.csv,0609 Jos2911 Je ne me puis tenir daimer.csv,0609 Jos2911 Je ne me puis tenir daimer.csv,
347,610,Josquin,0610 Jos2914.1 Ma bouche rit a 5,5,CANTO_JRP,,,2021,,44,y,vi,mixed,y,n,,gamba en luit,0610 Jos2914.1 Ma bouche rit a 5.musicxml,0610 Jos2914.1 Ma bouche rit a 5.wav,0610 Jos2914.1 Ma bouche rit a 5.csv,0610 Jos2914.1 Ma bouche rit a 5.csv,0610 Jos2914.1 Ma bouche rit a 5.csv,0610 Jos2914.1 Ma bouche rit a 5.csv,
348,611,Josquin,0611 Jos2917 Nesse pas ung grant deplaisir,5,CANTO_JRP,,,1981,,58,y,i,instrumental,y,y,,blokfluitkwartet,0611 Jos2917 Nesse pas ung grant deplaisir.musicxml,0611 Jos2917 Nesse pas ung grant deplaisir.wav,0611 Jos2917 Nesse pas ung grant deplaisir.csv,0611 Jos2917 Nesse pas ung grant deplaisir.csv,0611 Jos2917 Nesse pas ung grant deplaisir.csv,0611 Jos2917 Nesse pas ung grant deplaisir.csv,0611 Jos2917 Nesse pas ung grant deplaisir.mid
349,612,Josquin,0612 Jos2918 Nymphes des bois | Requiem,5,CANTO_JRP,"Josquin des Prez, Diabolus in Musica, Antoine Guerber",,2012,,40,y,v,vocal,y,y,,,0612 Jos2918 Nymphes des bois | Requiem.musicxml,0612 Jos2918 Nymphes des bois | Requiem.wav,0612 Jos2918 Nymphes des bois | Requiem.csv,0612 Jos2918 Nymphes des bois | Requiem.csv,0612 Jos2918 Nymphes des bois | Requiem.csv,0612 Jos2918 Nymphes des bois | Requiem.csv,
350,613,Josquin,0613 Jos2919 Parfons regretz,5,CANTO_JRP,,,2021,,42,y,vi,mixed,y,n,,verdubbeld met luit,0613 Jos2919 Parfons regretz.musicxml,0613 Jos2919 Parfons regretz.wav,0613 Jos2919 Parfons regretz.csv,0613 Jos2919 Parfons regretz.csv,0613 Jos2919 Parfons regretz.csv,0613 Jos2919 Parfons regretz.csv,
351,614,Josquin,0614 Jos2920 Pleine de dueil,5,CANTO_JRP,"Josquin des Prez, Daedalus, Roberto Festa",,1998,,45,a,v,vocal,y,y,aa,veel vibrato,0614 Jos2920 Pleine de dueil.musicxml,0614 Jos2920 Pleine de dueil.wav,0614 Jos2920 Pleine de dueil.csv,0614 Jos2920 Pleine de dueil.csv,0614 Jos2920 Pleine de dueil.csv,0614 Jos2920 Pleine de dueil.csv,
352,615,Josquin,0615 Jos2921 Plusieurs regretz,5,CANTO_JRP,"Josquin des Prez, Daniel Elgersma, Seldom Sene",,2023,,51,y,i,instrumental,y,y,,blokfluitkwartet,0615 Jos2921 Plusieurs regretz.musicxml,0615 Jos2921 Plusieurs regretz.wav,0615 Jos2921 Plusieurs regretz.csv,0615 Jos2921 Plusieurs regretz.csv,0615 Jos2921 Plusieurs regretz.csv,0615 Jos2921 Plusieurs regretz.csv,
353,616,Josquin,0616 Jos3002 Allegez moy,6,CANTO_JRP,"Josquin des Prez, The King's Singers",,1993,,45,y,v,vocal,y,y,,,0616 Jos3002 Allegez moy.musicxml,0616 Jos3002 Allegez moy.wav,0616 Jos3002 Allegez moy.csv,0616 Jos3002 Allegez moy.csv,0616 Jos3002 Allegez moy.csv,0616 Jos3002 Allegez moy.csv,0616 Jos3002 Allegez moy.mid
354,617,Josquin,0617 Jos3003 Baisiez moy,6,CANTO_JRP,"Josquin des Prez, The Clerks' Group, Edward Wickham",,2002,,43,y,v,vocal,y,y,,,0617 Jos3003 Baisiez moy.musicxml,0617 Jos3003 Baisiez moy.wav,0617 Jos3003 Baisiez moy.csv,0617 Jos3003 Baisiez moy.csv,0617 Jos3003 Baisiez moy.csv,0617 Jos3003 Baisiez moy.csv,0617 Jos3003 Baisiez moy.mid
355,618,Josquin,0618 Jos3005 Jay bien cause de lamenter,6,CANTO_JRP,,,2003,,43,y,vi,mixed,y,y,,"3 voice, 2 gamba",0618 Jos3005 Jay bien cause de lamenter.musicxml,0618 Jos3005 Jay bien cause de lamenter.wav,0618 Jos3005 Jay bien cause de lamenter.csv,0618 Jos3005 Jay bien cause de lamenter.csv,0618 Jos3005 Jay bien cause de lamenter.csv,0618 Jos3005 Jay bien cause de lamenter.csv,0618 Jos3005 Jay bien cause de lamenter.mid
356,619,Josquin,0619 Jos3006 Nimphes nappes | Circumdederunt me,6,CANTO_JRP,"Josquin des Prez, Cut Circle, Jesse Rodin",,2023,,42,y,v,vocal,y,y,,,0619 Jos3006 Nimphes nappes | Circumdederunt me.musicxml,0619 Jos3006 Nimphes nappes | Circumdederunt me.wav,0619 Jos3006 Nimphes nappes | Circumdederunt me.csv,0619 Jos3006 Nimphes nappes | Circumdederunt me.csv,0619 Jos3006 Nimphes nappes | Circumdederunt me.csv,0619 Jos3006 Nimphes nappes | Circumdederunt me.csv,
357,620,Josquin,0620 Jos3007 Petite camusette,6,CANTO_JRP,"Josquin des Prez, Cut Circle, Jesse Rodin",,2023,,45,y,v,vocal,y,y,,,0620 Jos3007 Petite camusette.musicxml,0620 Jos3007 Petite camusette.wav,0620 Jos3007 Petite camusette.csv,0620 Jos3007 Petite camusette.csv,0620 Jos3007 Petite camusette.csv,0620 Jos3007 Petite camusette.csv,0620 Jos3007 Petite camusette.mid
358,621,Josquin,0621 Jos3008 Pour souhaitter,6,CANTO_JRP,"Josquin des Prez, The King's Singers",,1993,,47,y,v,vocal,y,y,,,0621 Jos3008 Pour souhaitter.musicxml,0621 Jos3008 Pour souhaitter.wav,0621 Jos3008 Pour souhaitter.csv,0621 Jos3008 Pour souhaitter.csv,0621 Jos3008 Pour souhaitter.csv,0621 Jos3008 Pour souhaitter.csv,0621 Jos3008 Pour souhaitter.mid
359,622,Josquin,0622 Jos3009 Regretz sans fin,6,CANTO_JRP,"Josquin des Prez, The King's Singers",,1993,,45,y,v,vocal,y,y,,,0622 Jos3009 Regretz sans fin.musicxml,0622 Jos3009 Regretz sans fin.wav,0622 Jos3009 Regretz sans fin.csv,0622 Jos3009 Regretz sans fin.csv,0622 Jos3009 Regretz sans fin.csv,0622 Jos3009 Regretz sans fin.csv,
360,623,Josquin,0623 Jos3010 Se congie prens,6,CANTO_JRP,"Josquin des Prez, Les Flamboyants, Michael Form",,2012,,44,y,vi,mixed,y,y,,"2 voices, gambakwartet",0623 Jos3010 Se congie prens.musicxml,0623 Jos3010 Se congie prens.wav,0623 Jos3010 Se congie prens.csv,0623 Jos3010 Se congie prens.csv,0623 Jos3010 Se congie prens.csv,0623 Jos3010 Se congie prens.csv,0623 Jos3010 Se congie prens.mid
361,624,Josquin,0624 Jos3011 Si vous navez,6,CANTO_JRP,,,2021,,37,y,vi,mixed,y,n,,luit,0624 Jos3011 Si vous navez.musicxml,0624 Jos3011 Si vous navez.wav,0624 Jos3011 Si vous navez.csv,0624 Jos3011 Si vous navez.csv,0624 Jos3011 Si vous navez.csv,0624 Jos3011 Si vous navez.csv,0624 Jos3011 Si vous navez.mid
362,625,Josquin,0625 Jos3012 Tenez moy en voz bras,6,CANTO_JRP,,,2021,,42,y,vi,mixed,y,n,,luit,0625 Jos3012 Tenez moy en voz bras.musicxml,0625 Jos3012 Tenez moy en voz bras.wav,0625 Jos3012 Tenez moy en voz bras.csv,0625 Jos3012 Tenez moy en voz bras.csv,0625 Jos3012 Tenez moy en voz bras.csv,0625 Jos3012 Tenez moy en voz bras.csv,0625 Jos3012 Tenez moy en voz bras.mid
363,626,Josquin,0626 Jos3013 Vous larez,6,CANTO_JRP,"Josquin des Prez, The King's Singers",,1993,,43,y,v,vocal,y,y,,,0626 Jos3013 Vous larez.musicxml,0626 Jos3013 Vous larez.wav,0626 Jos3013 Vous larez.csv,0626 Jos3013 Vous larez.csv,0626 Jos3013 Vous larez.csv,0626 Jos3013 Vous larez.csv,0626 Jos3013 Vous larez.mid
364,627,Josquin,0627 Jos3014 Vous ne laurez pas,6,CANTO_JRP,"Josquin des Prez, The King's Singers",,1993,,50,y,v,vocal,y,y,,,0627 Jos3014 Vous ne laurez pas.musicxml,0627 Jos3014 Vous ne laurez pas.wav,0627 Jos3014 Vous ne laurez pas.csv,0627 Jos3014 Vous ne laurez pas.csv,0627 Jos3014 Vous ne laurez pas.csv,0627 Jos3014 Vous ne laurez pas.csv,0627 Jos3014 Vous ne laurez pas.mid
365,628,De la Rue,0628 Rue1002a Missa Almana - Kyrie,4,CANTO_JRP,"Pierre de la Rue, Beauty Farm",,2018,,41,y,v,vocal,y,y,,,0628 Rue1002a Missa Almana - Kyrie.musicxml,0628 Rue1002a Missa Almana - Kyrie.wav,0628 Rue1002a Missa Almana - Kyrie.csv,0628 Rue1002a Missa Almana - Kyrie.csv,0628 Rue1002a Missa Almana - Kyrie.csv,0628 Rue1002a Missa Almana - Kyrie.csv,
366,629,De la Rue,0629 Rue1002b Missa Almana - Gloria,4,CANTO_JRP,"Pierre de la Rue, Beauty Farm",,2018,,41,y,v,vocal,y,y,,,0629 Rue1002b Missa Almana - Gloria.musicxml,0629 Rue1002b Missa Almana - Gloria.wav,0629 Rue1002b Missa Almana - Gloria.csv,0629 Rue1002b Missa Almana - Gloria.csv,0629 Rue1002b Missa Almana - Gloria.csv,0629 Rue1002b Missa Almana - Gloria.csv,
